timestamp,price
2023-10-06 09:07:05,19621.2
2023-10-06 09:07:06,19621.2
2023-10-06 09:07:07,19621.2
2023-10-06 09:07:08,19621.2
2023-10-06 09:07:09,19621.2
2023-10-06 09:07:10,19621.2
2023-10-06 09:07:11,19621.2
2023-10-06 09:07:12,19621.2
2023-10-06 09:07:13,19621.2
2023-10-06 09:07:14,19621.2
2023-10-06 09:07:15,19621.2
2023-10-06 09:07:16,19621.2
2023-10-06 09:07:17,19621.2
2023-10-06 09:07:18,19621.2
2023-10-06 09:07:19,19621.2
2023-10-06 09:07:20,19621.2
2023-10-06 09:07:21,19621.2
2023-10-06 09:07:22,19621.2
2023-10-06 09:07:23,19621.2
2023-10-06 09:07:24,19621.2
2023-10-06 09:07:25,19621.2
2023-10-06 09:07:26,19621.2
2023-10-06 09:07:27,19621.2
2023-10-06 09:07:28,19621.2
2023-10-06 09:07:29,19621.2
2023-10-06 09:07:30,19621.2
2023-10-06 09:07:31,19621.2
2023-10-06 09:07:32,19621.2
2023-10-06 09:07:33,19621.2
2023-10-06 09:07:34,19621.2
2023-10-06 09:07:35,19621.2
2023-10-06 09:07:36,19621.2
2023-10-06 09:07:37,19621.2
2023-10-06 09:07:38,19621.2
2023-10-06 09:07:39,19621.2
2023-10-06 09:07:40,19621.2
2023-10-06 09:07:41,19621.2
2023-10-06 09:07:42,19621.2
2023-10-06 09:07:43,19621.2
2023-10-06 09:07:44,19621.2
2023-10-06 09:07:45,19621.2
2023-10-06 09:07:46,19621.2
2023-10-06 09:07:47,19621.2
2023-10-06 09:07:48,19621.2
2023-10-06 09:07:49,19621.2
2023-10-06 09:07:50,19621.2
2023-10-06 09:07:51,19621.2
2023-10-06 09:07:52,19621.2
2023-10-06 09:07:53,19621.2
2023-10-06 09:07:54,19621.2
2023-10-06 09:07:55,19621.2
2023-10-06 09:07:56,19621.2
2023-10-06 09:07:57,19621.2
2023-10-06 09:07:58,19621.2
2023-10-06 09:07:59,19621.2
2023-10-06 09:08:00,19621.2
2023-10-06 09:08:01,19621.2
2023-10-06 09:08:02,19621.2
2023-10-06 09:08:03,19621.2
2023-10-06 09:08:04,19621.2
